dataSet,num_nodes,num_edges,spmm_tcu,spmm_cuda,1,2,3,4,5,6,7,8,dur,density,speedup
s3dkq4m2,90450,2455670,0.0728,0.1512,0.0736,0.1231,0.1301,0.1548,0.1751,0.2048,0.2237,0.2348,0.0719,0,0.99
s3dkt3m2,90450,1921955,0.0639,0.1412,0.0643,0.1269,0.1288,0.1421,0.1675,0.1923,0.21,0.1981,0.0628,0,0.99
s4dkt3m2,90450,1921955,0.0639,0.1407,0.0644,0.1267,0.1291,0.1422,0.1682,0.1935,0.2099,0.1949,0.0627,0,0.99
Serena,1391350,32961525,1.562,2.5699,1.5637,3.2067,3.8702,4.8198,4.7616,4.406,3.9441,3.5983,1.8688,0,1.0
shermanACb,18511,145149,0.0129,0.0274,0.0136,0.0365,0.0382,0.0373,0.0365,0.0349,0.0332,0.0316,0.0175,0,0.95
ship_001,34921,2339575,0.0307,0.1347,0.0315,0.0455,0.0578,0.0644,0.0807,0.0873,0.1045,0.1078,0.0926,0,0.97
ship_003,121729,4103881,0.1333,0.2882,0.1339,0.2255,0.2725,0.3082,0.344,0.3652,0.3367,0.3388,0.2005,0,1.0
shipsec1,140875,3977139,0.1551,0.2776,0.156,0.2862,0.3364,0.4054,0.4403,0.3392,0.299,0.2905,0.2044,0,0.99
shipsec5,179861,5146478,0.1945,0.3561,0.195,0.3684,0.4577,0.5339,0.5447,0.4951,0.3902,0.3833,0.2541,0,1.0
shipsec8,114920,3384159,0.1243,0.237,0.1255,0.2124,0.244,0.2908,0.318,0.3004,0.2747,0.2647,0.1638,0,0.99
Si10H16,17078,446500,0.0206,0.0356,0.0218,0.0365,0.0373,0.0389,0.0406,0.0413,0.0414,0.0357,0.0374,0,0.94
Si34H36,97570,2626974,0.131,0.2021,0.1315,0.3068,0.3093,0.3088,0.3067,0.2875,0.2828,0.2007,0.2136,0,1.0
Si41Ge41H72,185640,7598452,0.2758,0.5322,0.2771,0.6668,0.6844,0.7066,0.7352,0.7479,0.7671,0.5227,0.5635,0,1.0
Si5H12,19897,379247,0.0202,0.0314,0.0209,0.0406,0.0406,0.0406,0.0406,0.0397,0.0397,0.0316,0.0321,0,0.97
Si87H76,240370,5451000,0.3027,0.4376,0.3035,0.8388,0.8477,0.8562,0.8518,0.8287,0.8098,0.4376,0.4572,0,1.0
sinc15,11533,568526,0.03,0.0364,0.0308,0.0316,0.0315,0.0324,0.0323,0.0316,0.0316,0.0324,0.0492,0,0.97
SiO,33402,675528,0.0313,0.0536,0.0324,0.0668,0.0676,0.0685,0.07,0.0684,0.0676,0.0537,0.0557,0,0.97
SiO2,155332,5719417,0.2192,0.4726,0.2199,0.5551,0.5667,0.5786,0.592,0.5948,0.5989,0.4037,0.4099,0,1.0
skirt,12599,104559,0.0078,0.0166,0.0087,0.0176,0.0225,0.0209,0.0193,0.0193,0.0177,0.0169,0.0089,0,0.9
smallworld,100001,499998,0.0826,0.1127,0.0834,0.2028,0.2116,0.2299,0.1937,0.1124,0.1123,0.1128,0.0506,0,0.99
sme3Dc,42931,3148656,0.21,0.1969,0.2109,0.1962,0.202,0.2004,0.1987,0.1979,0.1979,0.1979,0.4436,2,1.0
smt,25711,1889447,0.0311,0.115,0.0324,0.0447,0.0504,0.0667,0.0734,0.0857,0.0946,0.0995,0.1019,0,0.96
soc-LiveJournal1,4847572,68993773,12.529,13.7522,12.5395,19.9821,19.0743,17.9715,17.0109,16.2386,15.58,14.8915,9.5916,0,1.0
soc-sign-Slashdot090221,82145,549202,0.0493,0.0569,0.0505,0.0791,0.0668,0.0619,0.0594,0.0635,0.0633,0.0627,0.0795,0,0.98
sparsine,50001,799494,0.0572,0.0699,0.0577,0.0708,0.0701,0.0703,0.0701,0.0701,0.0701,0.0701,0.0993,0,0.99
srb1,54925,1508538,0.0308,0.0978,0.0316,0.0578,0.0652,0.0823,0.0898,0.1069,0.1094,0.1118,0.0614,0,0.97
Stanford,281904,2312497,0.3786,0.5479,0.3799,0.5481,0.5492,0.5478,0.5477,0.5478,0.5479,0.5478,0.3571,0,1.0
std1_Jac2,21983,1248731,0.034,0.0913,0.0349,0.048,0.0521,0.0553,0.0586,0.0652,0.0717,0.0865,0.0906,0,0.97
std1_Jac3,21983,1455848,0.0368,0.1069,0.0373,0.0512,0.0561,0.0595,0.0644,0.0692,0.0791,0.0897,0.1013,0,0.99
stokes128,49667,295938,0.0214,0.0503,0.0226,0.0505,0.0759,0.0504,0.0504,0.0504,0.0504,0.0503,0.0221,0,0.95
stokes64,12547,74242,0.008,0.0151,0.0088,0.0152,0.0202,0.0151,0.0152,0.0152,0.0152,0.0152,0.0059,0,0.91
struct3,53571,613632,0.024,0.0642,0.025,0.0652,0.0921,0.1004,0.0824,0.0685,0.0639,0.0644,0.0332,0,0.96
t2dah,11446,93781,0.0065,0.015,0.0079,0.0136,0.0194,0.0201,0.0209,0.0209,0.0209,0.0151,0.006,0,0.82
t2dah_a,11446,93781,0.0066,0.015,0.0078,0.0144,0.0194,0.0201,0.0209,0.021,0.021,0.0152,0.0059,0,0.85
t2dah_e,11446,93781,0.0066,0.015,0.008,0.0143,0.0192,0.0202,0.0209,0.0209,0.0202,0.0159,0.0061,0,0.82
t3dh,79172,2215638,0.0714,0.152,0.0718,0.1195,0.1472,0.1635,0.161,0.1562,0.1553,0.1545,0.1442,0,0.99
t3dh_a,79172,2215638,0.0711,0.1522,0.0722,0.1192,0.1479,0.1636,0.1613,0.1563,0.1553,0.1546,0.1438,0,0.98
t3dh_e,79172,2215638,0.0712,0.1521,0.072,0.1193,0.1479,0.1635,0.1609,0.1554,0.1553,0.1548,0.1441,0,0.99
t3dl,20361,265113,0.0145,0.0274,0.0161,0.0324,0.0382,0.0291,0.0283,0.0283,0.0275,0.0274,0.0225,0,0.9
t3dl_a,20361,265113,0.0146,0.0273,0.0152,0.0323,0.0389,0.0291,0.0283,0.0283,0.0275,0.0275,0.0227,0,0.96
tandem_vtx,18455,135902,0.0111,0.0225,0.012,0.0299,0.0323,0.0308,0.0266,0.0242,0.0226,0.0226,0.014,0,0.93
ted_A,10606,424587,0.0102,0.0314,0.0112,0.0136,0.0136,0.016,0.0184,0.025,0.025,0.0315,0.0202,0,0.91
ted_AB,10606,522387,0.0123,0.0365,0.0128,0.016,0.0176,0.0193,0.0242,0.03,0.03,0.0356,0.0287,0,0.96
ted_AB_unscaled,10606,522387,0.0123,0.0364,0.0137,0.0161,0.0169,0.0201,0.0242,0.03,0.0302,0.0356,0.0283,0,0.9
ted_A_unscaled,10606,424587,0.0103,0.0315,0.0111,0.0136,0.0144,0.0168,0.0185,0.0251,0.0258,0.0308,0.0203,0,0.93
ted_B_unscaled,10606,77592,0.006,0.0135,0.0071,0.0128,0.0144,0.0152,0.0136,0.0144,0.0152,0.0144,0.0051,0,0.85
thread,29737,2249892,0.036,0.1371,0.0372,0.0496,0.0553,0.0701,0.0782,0.1013,0.1152,0.1232,0.117,0,0.97
tmt_sym,726714,2903837,0.6747,1.1564,0.6761,1.7579,2.4447,1.1572,1.1552,1.1563,1.1565,1.1559,0.3214,0,1.0
torso1,116159,8516500,0.1594,0.8213,0.1598,0.2483,0.2955,0.2459,0.2564,0.26,0.2738,0.3,0.3913,0,1.0
transient,178867,961790,0.1917,0.2929,0.1923,0.4052,0.5836,0.5264,0.4218,0.4113,0.3677,0.3669,0.1083,0,1.0
trdheim,22099,978711,0.0154,0.0626,0.0163,0.0267,0.0299,0.0341,0.0374,0.0422,0.0446,0.0521,0.0336,0,0.94
Trefethen_20000,20001,287233,0.0182,0.0273,0.0185,0.039,0.0389,0.0389,0.0275,0.0275,0.0283,0.0275,0.0207,0,0.98
Trefethen_20000b,20000,287217,0.018,0.0273,0.0185,0.039,0.039,0.039,0.0275,0.0275,0.0283,0.0283,0.0204,0,0.97
troll,213454,6099282,0.2217,0.4145,0.2226,0.4183,0.5094,0.6116,0.6702,0.6838,0.6686,0.6534,0.2809,0,1.0
TSOPF_FS_b162_c1,10799,305732,0.0079,0.0216,0.0087,0.0136,0.0136,0.0136,0.0143,0.0136,0.0145,0.0152,0.01,0,0.91
TSOPF_FS_b162_c3,30799,904612,0.0165,0.0568,0.0178,0.0324,0.0333,0.034,0.0357,0.0365,0.0374,0.0397,0.0281,0,0.93
TSOPF_FS_b162_c4,40799,1204322,0.0201,0.0741,0.0213,0.0414,0.0439,0.0447,0.0464,0.0472,0.0497,0.0521,0.0369,0,0.94
TSOPF_FS_b300,29215,2203949,0.0256,0.1104,0.0267,0.0382,0.039,0.0398,0.0406,0.0422,0.0447,0.0471,0.0573,0,0.96
TSOPF_FS_b300_c1,29215,2203949,0.0258,0.11,0.0267,0.0381,0.039,0.0399,0.0413,0.0422,0.0447,0.047,0.0573,0,0.97
TSOPF_FS_b300_c2,56815,4391071,0.0448,0.214,0.0455,0.0709,0.0733,0.0758,0.0775,0.0807,0.0865,0.0898,0.1109,0,0.98
TSOPF_FS_b300_c3,84415,6578753,0.0645,0.3263,0.0652,0.1044,0.1078,0.1111,0.1153,0.1201,0.1275,0.1317,0.1655,0,0.99
TSOPF_FS_b39_c19,76217,998359,0.0267,0.0848,0.0282,0.0725,0.0767,0.0807,0.0832,0.0865,0.0881,0.0898,0.0443,0,0.95
TSOPF_FS_b39_c30,120217,1575639,0.0417,0.1366,0.0431,0.1135,0.1193,0.1258,0.1299,0.1359,0.1381,0.1417,0.0689,0,0.97
TSOPF_FS_b39_c7,28217,368599,0.0122,0.0338,0.0136,0.0275,0.0292,0.0308,0.0315,0.0324,0.0332,0.034,0.0161,0,0.9
TSOPF_FS_b9_c6,14455,75801,0.0065,0.0135,0.0079,0.0169,0.0168,0.0176,0.0176,0.0178,0.0176,0.0176,0.0055,0,0.82
TSOPF_RS_b162_c3,15375,610299,0.0129,0.0412,0.0136,0.025,0.025,0.025,0.0243,0.025,0.025,0.0258,0.018,0,0.95
TSOPF_RS_b162_c4,20375,812749,0.0153,0.0535,0.0168,0.0315,0.0317,0.0315,0.0316,0.0324,0.0324,0.0332,0.0237,0,0.91
TSOPF_RS_b2052_c1,25627,6761100,0.0651,0.3395,0.066,0.0847,0.0865,0.0856,0.0857,0.0864,0.0874,0.088,0.1848,0,0.99
TSOPF_RS_b2383,38121,16171169,0.141,0.946,0.1418,0.1709,0.1696,0.1703,0.171,0.1728,0.1746,0.1773,0.5822,0,0.99
TSOPF_RS_b2383_c1,38121,16171169,0.1409,0.9456,0.1413,0.1717,0.1695,0.1705,0.171,0.1728,0.1745,0.1774,0.5866,0,1.0
TSOPF_RS_b300_c1,14539,1474325,0.0201,0.0756,0.021,0.0291,0.0291,0.0294,0.03,0.03,0.03,0.0308,0.0361,0,0.96
TSOPF_RS_b300_c2,28339,2943887,0.0331,0.147,0.0341,0.0545,0.0553,0.0553,0.0553,0.0569,0.0578,0.0586,0.0703,0,0.97
TSOPF_RS_b300_c3,42139,4413449,0.0463,0.2174,0.0472,0.0807,0.0816,0.0816,0.0823,0.0833,0.0849,0.0857,0.1027,0,0.98
TSOPF_RS_b39_c19,38099,684206,0.0197,0.0462,0.0208,0.0545,0.0545,0.0554,0.0553,0.0553,0.0553,0.0553,0.0287,0,0.95
TSOPF_RS_b39_c30,60099,1079986,0.0292,0.0724,0.0299,0.0848,0.0848,0.0856,0.0856,0.0864,0.0856,0.0873,0.0438,0,0.98
TSOPF_RS_b39_c7,14099,252446,0.0092,0.02,0.0104,0.0208,0.021,0.021,0.0208,0.021,0.0209,0.0217,0.0103,0,0.88
TSOPF_RS_b678_c1,18697,4396289,0.0464,0.2092,0.0471,0.0578,0.057,0.0578,0.0585,0.0594,0.0594,0.061,0.1055,0,0.99
TSOPF_RS_b678_c2,35697,8781949,0.087,0.4175,0.0881,0.111,0.1111,0.1119,0.1127,0.1143,0.1151,0.1176,0.2079,0,0.99
tsyl201,20686,1237821,0.0237,0.0773,0.0243,0.0332,0.0382,0.0472,0.0528,0.0611,0.0701,0.0734,0.0642,0,0.98
tube1,21499,459277,0.0116,0.0322,0.0128,0.0226,0.0267,0.0299,0.0356,0.0381,0.0406,0.0405,0.0172,0,0.91
tube2,21499,459277,0.0118,0.0331,0.0131,0.0231,0.0267,0.03,0.0357,0.0398,0.043,0.0414,0.0176,0,0.9
turon_m,189925,912345,0.1924,0.2737,0.1935,0.5335,0.4654,0.4601,0.3479,0.3387,0.2774,0.2748,0.0975,0,0.99
usroads,129165,165435,0.1151,0.1767,0.116,0.1887,0.1771,0.1773,0.1769,0.1769,0.1767,0.1768,0.0361,0,0.99
usroads-48,126147,161950,0.1124,0.1728,0.1135,0.1833,0.1763,0.1758,0.1754,0.1738,0.1761,0.1737,0.0355,0,0.99
vanbody,47073,1191985,0.0268,0.0797,0.0274,0.0528,0.0652,0.0766,0.0832,0.0848,0.0857,0.0848,0.0578,0,0.98
venturiLevel3,4026820,8054237,3.7269,5.6608,3.7285,12.0254,7.6953,5.6615,5.661,5.6615,5.6607,5.6426,1.3963,0,1.0
vibrobox,12329,177578,0.0105,0.0175,0.0112,0.0209,0.0225,0.0185,0.0178,0.0177,0.0176,0.0177,0.0161,0,0.94
viscorocks,37763,1162244,0.0227,0.0667,0.0234,0.0291,0.0291,0.0602,0.0644,0.0708,0.0701,0.0733,0.0475,0,0.97
vsp_barth5_1Ksep_50in_5Kout,32213,101805,0.0154,0.0273,0.0163,0.0274,0.0274,0.0275,0.0274,0.0275,0.0275,0.0276,0.0162,0,0.94
vsp_bcsstk30_500sep_10in_1Kout,58349,2016578,0.1551,0.1388,0.1562,0.1422,0.139,0.1397,0.1397,0.1397,0.1398,0.1397,0.2863,9,1.0
vsp_befref_fxm_2_4_air02,14110,98224,0.0081,0.0143,0.0088,0.0226,0.0226,0.0218,0.0201,0.0169,0.0153,0.0152,0.01,0,0.92
vsp_bump2_e18_aa01_model1_crew1,56439,300801,0.0268,0.0503,0.0283,0.0758,0.0725,0.0702,0.0561,0.0537,0.0521,0.0504,0.0364,0,0.95
vsp_c-30_data_data,11024,62184,0.0057,0.0109,0.0071,0.0136,0.0155,0.0137,0.0127,0.012,0.0127,0.0127,0.0049,0,0.8
vsp_c-60_data_cti_cs4,85831,241080,0.0246,0.0569,0.0258,0.0897,0.0709,0.0701,0.0651,0.0643,0.0627,0.0619,0.0316,0,0.95
vsp_finan512_scagr7-2c_rlfddd,139753,552020,0.1109,0.1691,0.1115,0.3121,0.2617,0.2513,0.231,0.2138,0.1942,0.1781,0.0669,0,0.99
vsp_mod2_pgp2_slptsk,101365,389368,0.0402,0.0782,0.0415,0.1225,0.1036,0.0922,0.0865,0.0849,0.0832,0.0824,0.0516,0,0.97
vsp_model1_crew1_cr42_south31,45102,189976,0.0185,0.0412,0.0194,0.0684,0.0635,0.0611,0.0596,0.0586,0.0579,0.057,0.0231,0,0.95
vsp_msc10848_300sep_100in_1Kout,21997,1221028,0.0897,0.0822,0.0906,0.0856,0.0832,0.0823,0.0824,0.0824,0.0824,0.0823,0.1814,9,1.0
vsp_p0291_seymourl_iiasa,10499,53868,0.0086,0.0109,0.0096,0.0144,0.0135,0.0128,0.0128,0.0119,0.012,0.0119,0.0082,0,0.9
vsp_sctap1-2b_and_seymourl,40175,140831,0.0202,0.0347,0.021,0.057,0.0373,0.0357,0.0357,0.0357,0.0353,0.0349,0.0217,0,0.96
vsp_south31_slptsk,39669,189914,0.0178,0.0363,0.0184,0.057,0.057,0.0561,0.0545,0.0537,0.0529,0.0521,0.0212,0,0.97
vsp_vibrobox_scagr7-2c_rlfddd,77329,435586,0.0333,0.0773,0.034,0.1258,0.1241,0.1201,0.1168,0.1095,0.0972,0.0864,0.0524,0,0.98
vt2010,32581,77799,0.0136,0.0257,0.0145,0.0398,0.0276,0.0259,0.0259,0.0252,0.0259,0.0259,0.0139,0,0.94
wathen100,30402,251001,0.0149,0.0364,0.016,0.03,0.0569,0.0471,0.0471,0.0365,0.0365,0.0365,0.0163,0,0.93
wathen120,36442,301101,0.0173,0.0429,0.0186,0.0357,0.0687,0.0562,0.0562,0.043,0.0431,0.043,0.0187,0,0.93
web-Google,916429,5105039,1.2577,1.3276,1.2587,1.3902,1.3277,1.3262,1.3256,1.3264,1.3262,1.3258,0.7244,0,1.0
web-NotreDame,325730,1497134,0.2199,0.274,0.221,0.437,0.4072,0.3909,0.3743,0.3626,0.3519,0.3398,0.1361,0,1.0
wikipedia-20051105,1634990,19753078,2.8539,3.2513,2.8542,4.6077,3.6372,3.4252,3.3592,3.3255,3.3163,3.293,2.7496,0,1.0
wikipedia-20060925,2983495,37269096,6.0589,6.7971,6.0598,9.1815,7.4185,7.039,6.9348,6.8924,6.8713,6.8441,5.3666,0,1.0
wikipedia-20061104,3148441,39383235,6.4645,7.2527,6.4657,9.7596,7.9199,7.499,7.3778,7.33,7.3245,7.3,5.6566,0,1.0
wikipedia-20070206,3566908,45030389,7.5349,8.4063,7.5331,11.2205,9.1397,8.7059,8.5619,8.5178,8.5109,8.4601,6.4629,1,1.0
wiki-Talk,2394386,5021410,1.2996,1.1452,1.2996,1.3076,1.2628,1.2401,1.2262,1.2009,1.2076,1.189,0.9507,9,0.96
windscreen,22693,752541,0.015,0.0502,0.016,0.025,0.0282,0.0341,0.0431,0.0438,0.0446,0.0463,0.028,0,0.94
wing_nodal,10938,75488,0.0085,0.0126,0.0096,0.0144,0.0127,0.0128,0.0128,0.0128,0.0128,0.0128,0.01,0,0.89
wy2010,86205,213793,0.0299,0.0601,0.03,0.102,0.0717,0.0668,0.066,0.066,0.066,0.066,0.0364,0,1.0
x104,108385,5138004,0.1287,0.3517,0.1294,0.2031,0.2266,0.2727,0.2985,0.3251,0.3407,0.3434,0.2328,0,0.99
Zd_Jac2,22836,1642833,0.0405,0.1159,0.0413,0.0562,0.0611,0.0643,0.0717,0.0777,0.0865,0.1056,0.1162,0,0.98
Zd_Jac3,22836,1916152,0.0438,0.1346,0.0447,0.0594,0.0652,0.0709,0.0774,0.0848,0.0954,0.1053,0.1297,0,0.98
Zd_Jac6,22836,1711983,0.0416,0.1224,0.0422,0.0561,0.061,0.0652,0.0709,0.0791,0.089,0.0963,0.1171,0,0.99
